"","BoardID","Date","Year","Resolution","Abundance","Date.decimal"
"1346","CO-7",2010-06-18,2010,"Weekly",611,2010.4602739726
"1354","CO-7",2010-06-22,2010,"Weekly",3501,2010.47123287671
"1356","CO-7",2010-06-23,2010,"Weekly",916,2010.47397260274
"1357","CO-7",2010-06-24,2010,"Weekly",611,2010.47671232877
"1359","CO-7",2010-06-25,2010,"Weekly",1045,2010.47945205479
"1367","CO-7",2010-06-29,2010,"Weekly",3464,2010.4904109589
"1369","CO-7",2010-06-30,2010,"Weekly",1833,2010.49315068493
"1370","CO-7",2010-07-01,2010,"Weekly",1660,2010.49589041096
"1372","CO-7",2010-07-02,2010,"Weekly",1014,2010.49863013699
"1380","CO-7",2010-07-06,2010,"Weekly",1588,2010.5095890411
"1382","CO-7",2010-07-07,2010,"Weekly",1030,2010.51232876712
"1384","CO-7",2010-07-09,2010,"Weekly",373,2010.51780821918
"1391","CO-7",2010-07-13,2010,"Weekly",3278,2010.52876712329
"1393","CO-7",2010-07-14,2010,"Weekly",2819,2010.53150684932
"1394","CO-7",2010-07-15,2010,"Weekly",951,2010.53424657534
"1396","CO-7",2010-07-16,2010,"Weekly",675,2010.53698630137
"1404","CO-7",2010-07-20,2010,"Weekly",5413,2010.54794520548
"1406","CO-7",2010-07-21,2010,"Weekly",2139,2010.55068493151
"1407","CO-7",2010-07-22,2010,"Weekly",1783,2010.55342465753
"1409","CO-7",2010-07-23,2010,"Weekly",346,2010.55616438356
"1417","CO-7",2010-07-27,2010,"Weekly",4728,2010.56712328767
"1419","CO-7",2010-07-28,2010,"Weekly",2754,2010.5698630137
"1420","CO-7",2010-07-29,2010,"Weekly",985,2010.57260273973
"1422","CO-7",2010-07-30,2010,"Weekly",351,2010.57534246575
"1430","CO-7",2010-08-03,2010,"Weekly",3559,2010.58630136986
"1432","CO-7",2010-08-04,2010,"Weekly",1614,2010.58904109589
"1433","CO-7",2010-08-05,2010,"Weekly",598,2010.59178082192
"1435","CO-7",2010-08-06,2010,"Weekly",249,2010.59452054795
"1443","CO-7",2010-08-10,2010,"Weekly",1552,2010.60547945205
"1445","CO-7",2010-08-11,2010,"Weekly",526,2010.60821917808
"1446","CO-7",2010-08-12,2010,"Weekly",515,2010.61095890411
"1448","CO-7",2010-08-13,2010,"Weekly",181,2010.61369863014
"1456","CO-7",2010-08-17,2010,"Weekly",746,2010.62465753425
"1458","CO-7",2010-08-18,2010,"Weekly",515,2010.62739726027
"1459","CO-7",2010-08-19,2010,"Weekly",500,2010.6301369863
"1461","CO-7",2010-08-20,2010,"Weekly",112,2010.63287671233
"1469","CO-7",2010-08-24,2010,"Weekly",1613,2010.64383561644
"1471","CO-7",2010-08-25,2010,"Weekly",270,2010.64657534247
"1473","CO-7",2010-08-27,2010,"Weekly",200,2010.65205479452
"1481","CO-7",2010-08-31,2010,"Weekly",2473,2010.66301369863
"1483","CO-7",2010-09-01,2010,"Weekly",179,2010.66575342466
"1485","CO-7",2010-09-03,2010,"Weekly",135,2010.67123287671
"1494","CO-7",2010-09-08,2010,"Weekly",527,2010.68493150685
"1496","CO-7",2010-09-10,2010,"Weekly",31,2010.6904109589
"1504","CO-7",2010-09-14,2010,"Weekly",130,2010.70136986301
"1621","CO-7",2011-06-01,2011,"Weekly",90,2011.41369863014
"1622","CO-7",2011-06-02,2011,"Weekly",70,2011.41643835616
"1623","CO-7",2011-06-03,2011,"Weekly",109,2011.41917808219
"1634","CO-7",2011-06-07,2011,"Weekly",1688,2011.4301369863
"1635","CO-7",2011-06-08,2011,"Weekly",1518,2011.43287671233
"1636","CO-7",2011-06-09,2011,"Weekly",91,2011.43561643836
"1637","CO-7",2011-06-10,2011,"Weekly",138,2011.43835616438
"1650","CO-7",2011-06-14,2011,"Weekly",2586,2011.44931506849
"1652","CO-7",2011-06-15,2011,"Weekly",746,2011.45205479452
"1653","CO-7",2011-06-16,2011,"Weekly",595,2011.45479452055
"1654","CO-7",2011-06-17,2011,"Weekly",193,2011.45753424658
"1669","CO-7",2011-06-22,2011,"Weekly",4583,2011.47123287671
"1670","CO-7",2011-06-23,2011,"Weekly",1801,2011.47397260274
"1671","CO-7",2011-06-24,2011,"Weekly",1093,2011.47671232877
"1685","CO-7",2011-06-28,2011,"Weekly",8613,2011.48767123288
"1687","CO-7",2011-06-29,2011,"Weekly",1467,2011.4904109589
"1688","CO-7",2011-06-30,2011,"Weekly",1875,2011.49315068493
"1689","CO-7",2011-07-01,2011,"Weekly",324,2011.49589041096
"1703","CO-7",2011-07-06,2011,"Weekly",7177,2011.5095890411
"1705","CO-7",2011-07-07,2011,"Weekly",2849,2011.51232876712
"1706","CO-7",2011-07-08,2011,"Weekly",774,2011.51506849315
"1720","CO-7",2011-07-12,2011,"Weekly",7789,2011.52602739726
"1722","CO-7",2011-07-13,2011,"Weekly",3373,2011.52876712329
"1724","CO-7",2011-07-14,2011,"Weekly",1783,2011.53150684932
"1725","CO-7",2011-07-15,2011,"Weekly",842,2011.53424657534
"1740","CO-7",2011-07-19,2011,"Weekly",7977,2011.54520547945
"1742","CO-7",2011-07-20,2011,"Weekly",4850,2011.54794520548
"1744","CO-7",2011-07-21,2011,"Weekly",1709,2011.55068493151
"1745","CO-7",2011-07-22,2011,"Weekly",934,2011.55342465753
"1759","CO-7",2011-07-26,2011,"Weekly",29681,2011.56438356164
"1760","CO-7",2011-07-27,2011,"Weekly",13634,2011.56712328767
"1762","CO-7",2011-07-28,2011,"Weekly",2207,2011.5698630137
"1764","CO-7",2011-07-29,2011,"Weekly",1138,2011.57260273973
"1778","CO-7",2011-08-02,2011,"Weekly",14694,2011.58356164384
"1780","CO-7",2011-08-03,2011,"Weekly",3633,2011.58630136986
"1781","CO-7",2011-08-04,2011,"Weekly",1255,2011.58904109589
"1783","CO-7",2011-08-05,2011,"Weekly",423,2011.59178082192
"1798","CO-7",2011-08-09,2011,"Weekly",2699,2011.60273972603
"1800","CO-7",2011-08-10,2011,"Weekly",489,2011.60547945205
"1801","CO-7",2011-08-11,2011,"Weekly",852,2011.60821917808
"1802","CO-7",2011-08-12,2011,"Weekly",474,2011.61095890411
"1817","CO-7",2011-08-16,2011,"Weekly",1636,2011.62191780822
"1832","CO-7",2011-08-23,2011,"Weekly",1043,2011.64109589041
"1834","CO-7",2011-08-24,2011,"Weekly",228,2011.64383561644
"1850","CO-7",2011-08-30,2011,"Weekly",948,2011.6602739726
"2017","CO-7",2012-05-29,2012,"Weekly",258,2012.40710382514
"2021","CO-7",2012-05-30,2012,"Weekly",86,2012.40983606557
"2026","CO-7",2012-06-03,2012,"Weekly",258,2012.42076502732
"2028","CO-7",2012-06-04,2012,"Weekly",557,2012.42349726776
"2034","CO-7",2012-06-05,2012,"Weekly",215,2012.4262295082
"2036","CO-7",2012-06-06,2012,"Weekly",437,2012.42896174863
"2041","CO-7",2012-06-10,2012,"Weekly",55,2012.43989071038
"2043","CO-7",2012-06-11,2012,"Weekly",380,2012.44262295082
"2049","CO-7",2012-06-12,2012,"Weekly",260,2012.44535519126
"2051","CO-7",2012-06-13,2012,"Weekly",212,2012.44808743169
"2052","CO-7",2012-06-14,2012,"Weekly",53,2012.45081967213
"2059","CO-7",2012-06-17,2012,"Weekly",313,2012.45901639344
"2061","CO-7",2012-06-18,2012,"Weekly",486,2012.46174863388
"2067","CO-7",2012-06-19,2012,"Weekly",149,2012.46448087432
"2070","CO-7",2012-06-20,2012,"Weekly",305,2012.46721311475
"2071","CO-7",2012-06-21,2012,"Weekly",22,2012.46994535519
"2078","CO-7",2012-06-24,2012,"Weekly",206,2012.4781420765
"2080","CO-7",2012-06-25,2012,"Weekly",448,2012.48087431694
"2085","CO-7",2012-06-26,2012,"Weekly",235,2012.48360655738
"2087","CO-7",2012-06-27,2012,"Weekly",256,2012.48633879781
"2089","CO-7",2012-06-28,2012,"Weekly",87,2012.48907103825
"2097","CO-7",2012-07-01,2012,"Weekly",434,2012.49726775956
"2100","CO-7",2012-07-02,2012,"Weekly",447,2012.5
"2107","CO-7",2012-07-05,2012,"Weekly",175,2012.50819672131
"2114","CO-7",2012-07-08,2012,"Weekly",336,2012.51639344262
"2116","CO-7",2012-07-09,2012,"Weekly",915,2012.51912568306
"2122","CO-7",2012-07-10,2012,"Weekly",323,2012.5218579235
"2125","CO-7",2012-07-11,2012,"Weekly",1803,2012.52459016393
"2127","CO-7",2012-07-12,2012,"Weekly",137,2012.52732240437
"2135","CO-7",2012-07-15,2012,"Weekly",910,2012.53551912568
"2137","CO-7",2012-07-16,2012,"Weekly",1222,2012.53825136612
"2143","CO-7",2012-07-17,2012,"Weekly",825,2012.54098360656
"2146","CO-7",2012-07-18,2012,"Weekly",1862,2012.54371584699
"2148","CO-7",2012-07-19,2012,"Weekly",557,2012.54644808743
"2156","CO-7",2012-07-22,2012,"Weekly",3245,2012.55464480874
"2158","CO-7",2012-07-23,2012,"Weekly",1852,2012.55737704918
"2164","CO-7",2012-07-24,2012,"Weekly",864,2012.56010928962
"2167","CO-7",2012-07-25,2012,"Weekly",676,2012.56284153005
"2169","CO-7",2012-07-26,2012,"Weekly",228,2012.56557377049
"2178","CO-7",2012-07-29,2012,"Weekly",823,2012.5737704918
"2180","CO-7",2012-07-30,2012,"Weekly",832,2012.57650273224
"2186","CO-7",2012-07-31,2012,"Weekly",345,2012.57923497268
"2189","CO-7",2012-08-01,2012,"Weekly",584,2012.58196721311
"2191","CO-7",2012-08-02,2012,"Weekly",209,2012.58469945355
"2201","CO-7",2012-08-06,2012,"Weekly",2802,2012.5956284153
"2207","CO-7",2012-08-07,2012,"Weekly",469,2012.59836065574
"2209","CO-7",2012-08-08,2012,"Weekly",1341,2012.60109289617
"2211","CO-7",2012-08-09,2012,"Weekly",221,2012.60382513661
"2220","CO-7",2012-08-13,2012,"Weekly",1312,2012.61475409836
"2226","CO-7",2012-08-14,2012,"Weekly",422,2012.6174863388
"2229","CO-7",2012-08-15,2012,"Weekly",227,2012.62021857923
"2231","CO-7",2012-08-16,2012,"Weekly",103,2012.62295081967
"2240","CO-7",2012-08-20,2012,"Weekly",650,2012.63387978142
"2246","CO-7",2012-08-21,2012,"Weekly",399,2012.63661202186
"2249","CO-7",2012-08-22,2012,"Weekly",337,2012.6393442623
"2251","CO-7",2012-08-23,2012,"Weekly",249,2012.64207650273
"2261","CO-7",2012-08-27,2012,"Weekly",677,2012.65300546448
"2266","CO-7",2012-08-28,2012,"Weekly",242,2012.65573770492
"2270","CO-7",2012-08-29,2012,"Weekly",358,2012.65846994536
"2272","CO-7",2012-08-30,2012,"Weekly",49,2012.66120218579
"2288","CO-7",2012-09-05,2012,"Weekly",342,2012.67759562842
"2458","CO-7",2013-06-03,2013,"Weekly",158,2013.41917808219
"2465","CO-7",2013-06-04,2013,"Weekly",1315,2013.42191780822
"2468","CO-7",2013-06-05,2013,"Weekly",33,2013.42465753425
"2469","CO-7",2013-06-06,2013,"Weekly",4,2013.42739726027
"2478","CO-7",2013-06-10,2013,"Weekly",296,2013.43835616438
"2485","CO-7",2013-06-11,2013,"Weekly",6220,2013.44109589041
"2489","CO-7",2013-06-12,2013,"Weekly",179,2013.44383561644
"2490","CO-7",2013-06-13,2013,"Weekly",94,2013.44657534247
"2499","CO-7",2013-06-17,2013,"Weekly",541,2013.45753424658
"2506","CO-7",2013-06-18,2013,"Weekly",2869,2013.4602739726
"2511","CO-7",2013-06-19,2013,"Weekly",386,2013.46301369863
"2512","CO-7",2013-06-20,2013,"Weekly",119,2013.46575342466
"2521","CO-7",2013-06-24,2013,"Weekly",606,2013.47671232877
"2528","CO-7",2013-06-25,2013,"Weekly",8371,2013.47945205479
"2532","CO-7",2013-06-26,2013,"Weekly",493,2013.48219178082
"2533","CO-7",2013-06-27,2013,"Weekly",388,2013.48493150685
"2542","CO-7",2013-07-01,2013,"Weekly",944,2013.49589041096
"2549","CO-7",2013-07-02,2013,"Weekly",1279,2013.49863013699
"2553","CO-7",2013-07-03,2013,"Weekly",601,2013.50136986301
"2562","CO-7",2013-07-08,2013,"Weekly",1311,2013.51506849315
"2569","CO-7",2013-07-09,2013,"Weekly",8066,2013.51780821918
"2574","CO-7",2013-07-10,2013,"Weekly",861,2013.52054794521
"2575","CO-7",2013-07-11,2013,"Weekly",809,2013.52328767123
"2585","CO-7",2013-07-15,2013,"Weekly",1440,2013.53424657534
"2592","CO-7",2013-07-16,2013,"Weekly",4703,2013.53698630137
"2597","CO-7",2013-07-17,2013,"Weekly",816,2013.5397260274
"2599","CO-7",2013-07-18,2013,"Weekly",1190,2013.54246575342
"2610","CO-7",2013-07-22,2013,"Weekly",2173,2013.55342465753
"2617","CO-7",2013-07-23,2013,"Weekly",2737,2013.55616438356
"2622","CO-7",2013-07-24,2013,"Weekly",736,2013.55890410959
"2624","CO-7",2013-07-25,2013,"Weekly",2255,2013.56164383562
"2636","CO-7",2013-07-29,2013,"Weekly",946,2013.57260273973
"2643","CO-7",2013-07-30,2013,"Weekly",3229,2013.57534246575
"2648","CO-7",2013-07-31,2013,"Weekly",489,2013.57808219178
"2649","CO-7",2013-08-01,2013,"Weekly",499,2013.58082191781
"2659","CO-7",2013-08-05,2013,"Weekly",1290,2013.59178082192
"2666","CO-7",2013-08-06,2013,"Weekly",2938,2013.59452054795
"2671","CO-7",2013-08-07,2013,"Weekly",709,2013.59726027397
"2672","CO-7",2013-08-08,2013,"Weekly",295,2013.6
"2683","CO-7",2013-08-12,2013,"Weekly",938,2013.61095890411
"2690","CO-7",2013-08-13,2013,"Weekly",1353,2013.61369863014
"2695","CO-7",2013-08-14,2013,"Weekly",449,2013.61643835616
"2696","CO-7",2013-08-15,2013,"Weekly",157,2013.61917808219
"2707","CO-7",2013-08-19,2013,"Weekly",1864,2013.6301369863
"2717","CO-7",2013-08-22,2013,"Weekly",434,2013.63835616438
"2719","CO-7",2013-08-23,2013,"Weekly",135,2013.64109589041
"2729","CO-7",2013-08-26,2013,"Weekly",970,2013.64931506849
"2736","CO-7",2013-08-27,2013,"Weekly",415,2013.65205479452
"2741","CO-7",2013-08-28,2013,"Weekly",132,2013.65479452055
"2742","CO-7",2013-08-29,2013,"Weekly",98,2013.65753424658
"2927","CO-7",2014-05-28,2014,"Weekly",35,2014.40273972603
"2934","CO-7",2014-06-02,2014,"Weekly",1376,2014.41643835616
"2942","CO-7",2014-06-03,2014,"Weekly",682,2014.41917808219
"2945","CO-7",2014-06-04,2014,"Weekly",550,2014.42191780822
"2946","CO-7",2014-06-05,2014,"Weekly",460,2014.42465753425
"2955","CO-7",2014-06-09,2014,"Weekly",132,2014.43561643836
"2962","CO-7",2014-06-10,2014,"Weekly",580,2014.43835616438
"2964","CO-7",2014-06-11,2014,"Weekly",691,2014.44109589041
"2965","CO-7",2014-06-12,2014,"Weekly",197,2014.44383561644
"2974","CO-7",2014-06-16,2014,"Weekly",1943,2014.45479452055
"2982","CO-7",2014-06-17,2014,"Weekly",650,2014.45753424658
"2985","CO-7",2014-06-18,2014,"Weekly",1141,2014.4602739726
"2986","CO-7",2014-06-19,2014,"Weekly",73,2014.46301369863
"2995","CO-7",2014-06-23,2014,"Weekly",1445,2014.47397260274
"3003","CO-7",2014-06-24,2014,"Weekly",573,2014.47671232877
"3006","CO-7",2014-06-25,2014,"Weekly",393,2014.47945205479
"3007","CO-7",2014-06-26,2014,"Weekly",93,2014.48219178082
"3017","CO-7",2014-06-30,2014,"Weekly",2744,2014.49315068493
"3025","CO-7",2014-07-01,2014,"Weekly",987,2014.49589041096
"3028","CO-7",2014-07-02,2014,"Weekly",686,2014.49863013699
"3029","CO-7",2014-07-03,2014,"Weekly",250,2014.50136986301
"3038","CO-7",2014-07-07,2014,"Weekly",5950,2014.51232876712
"3046","CO-7",2014-07-08,2014,"Weekly",1099,2014.51506849315
"3049","CO-7",2014-07-09,2014,"Weekly",951,2014.51780821918
"3050","CO-7",2014-07-10,2014,"Weekly",505,2014.52054794521
"3059","CO-7",2014-07-14,2014,"Weekly",3386,2014.53150684932
"3066","CO-7",2014-07-15,2014,"Weekly",1082,2014.53424657534
"3070","CO-7",2014-07-16,2014,"Weekly",324,2014.53698630137
"3071","CO-7",2014-07-17,2014,"Weekly",148,2014.5397260274
"3081","CO-7",2014-07-21,2014,"Weekly",6243,2014.55068493151
"3089","CO-7",2014-07-22,2014,"Weekly",4092,2014.55342465753
"3093","CO-7",2014-07-23,2014,"Weekly",2431,2014.55616438356
"3094","CO-7",2014-07-24,2014,"Weekly",1038,2014.55890410959
"3105","CO-7",2014-07-28,2014,"Weekly",6759,2014.5698630137
"3113","CO-7",2014-07-29,2014,"Weekly",3185,2014.57260273973
"3128","CO-7",2014-08-04,2014,"Weekly",5017,2014.58904109589
"3136","CO-7",2014-08-05,2014,"Weekly",2605,2014.59178082192
"3139","CO-7",2014-08-06,2014,"Weekly",1050,2014.59452054795
"3140","CO-7",2014-08-07,2014,"Weekly",566,2014.59726027397
"3151","CO-7",2014-08-11,2014,"Weekly",2403,2014.60821917808
"3158","CO-7",2014-08-12,2014,"Weekly",1698,2014.61095890411
"3160","CO-7",2014-08-13,2014,"Weekly",973,2014.61369863014
"3162","CO-7",2014-08-14,2014,"Weekly",2175,2014.61643835616
"3174","CO-7",2014-08-18,2014,"Weekly",2478,2014.62739726027
"3182","CO-7",2014-08-19,2014,"Weekly",511,2014.6301369863
"3185","CO-7",2014-08-20,2014,"Weekly",1452,2014.63287671233
"3187","CO-7",2014-08-21,2014,"Weekly",349,2014.63561643836
"3199","CO-7",2014-08-25,2014,"Weekly",1448,2014.64657534247
"3206","CO-7",2014-08-26,2014,"Weekly",874,2014.64931506849
"3209","CO-7",2014-08-27,2014,"Weekly",343,2014.65205479452
"3210","CO-7",2014-08-28,2014,"Weekly",171,2014.65479452055
"3400","CO-7",2015-06-01,2015,"Weekly",503,2015.41369863014
"3418","CO-7",2015-06-08,2015,"Weekly",3689,2015.43287671233
"3434","CO-7",2015-06-15,2015,"Weekly",5519,2015.45205479452
"3439","CO-7",2015-06-16,2015,"Weekly",626,2015.45479452055
"3441","CO-7",2015-06-17,2015,"Weekly",2896,2015.45753424658
"3445","CO-7",2015-06-18,2015,"Weekly",506,2015.4602739726
"3454","CO-7",2015-06-22,2015,"Weekly",6094,2015.47123287671
"3460","CO-7",2015-06-23,2015,"Weekly",1427,2015.47397260274
"3462","CO-7",2015-06-24,2015,"Weekly",1800,2015.47671232877
"3466","CO-7",2015-06-25,2015,"Weekly",416,2015.47945205479
"3477","CO-7",2015-06-29,2015,"Weekly",4888,2015.4904109589
"3483","CO-7",2015-06-30,2015,"Weekly",3340,2015.49315068493
"3486","CO-7",2015-07-01,2015,"Weekly",636,2015.49589041096
"3490","CO-7",2015-07-02,2015,"Weekly",289,2015.49863013699
"3500","CO-7",2015-07-06,2015,"Weekly",2397,2015.5095890411
"3506","CO-7",2015-07-07,2015,"Weekly",1041,2015.51232876712
"3509","CO-7",2015-07-08,2015,"Weekly",464,2015.51506849315
"3513","CO-7",2015-07-09,2015,"Weekly",403,2015.51780821918
"3525","CO-7",2015-07-13,2015,"Weekly",6484,2015.52876712329
"3531","CO-7",2015-07-14,2015,"Weekly",2867,2015.53150684932
"3534","CO-7",2015-07-15,2015,"Weekly",714,2015.53424657534
"3538","CO-7",2015-07-16,2015,"Weekly",432,2015.53698630137
"3550","CO-7",2015-07-20,2015,"Weekly",7003,2015.54794520548
"3556","CO-7",2015-07-21,2015,"Weekly",4292,2015.55068493151
"3559","CO-7",2015-07-22,2015,"Weekly",1165,2015.55342465753
"3563","CO-7",2015-07-23,2015,"Weekly",935,2015.55616438356
"3575","CO-7",2015-07-27,2015,"Weekly",3688,2015.56712328767
"3581","CO-7",2015-07-28,2015,"Weekly",4804,2015.5698630137
"3584","CO-7",2015-07-29,2015,"Weekly",2376,2015.57260273973
"3588","CO-7",2015-07-30,2015,"Weekly",807,2015.57534246575
"3600","CO-7",2015-08-03,2015,"Weekly",5450,2015.58630136986
"3606","CO-7",2015-08-04,2015,"Weekly",843,2015.58904109589
"3609","CO-7",2015-08-05,2015,"Weekly",626,2015.59178082192
"3613","CO-7",2015-08-06,2015,"Weekly",550,2015.59452054795
"3625","CO-7",2015-08-10,2015,"Weekly",2275,2015.60547945205
"3631","CO-7",2015-08-11,2015,"Weekly",679,2015.60821917808
"3634","CO-7",2015-08-12,2015,"Weekly",650,2015.61095890411
"3638","CO-7",2015-08-13,2015,"Weekly",322,2015.61369863014
"3650","CO-7",2015-08-17,2015,"Weekly",1175,2015.62465753425
"3656","CO-7",2015-08-18,2015,"Weekly",322,2015.62739726027
"3659","CO-7",2015-08-19,2015,"Weekly",80,2015.6301369863
"3663","CO-7",2015-08-20,2015,"Weekly",130,2015.63287671233
"3675","CO-7",2015-08-24,2015,"Weekly",581,2015.64383561644
"3680","CO-7",2015-08-25,2015,"Weekly",1414,2015.64657534247
"3682","CO-7",2015-08-26,2015,"Weekly",678,2015.64931506849
"3686","CO-7",2015-08-27,2015,"Weekly",366,2015.65205479452
"3697","CO-7",2015-08-31,2015,"Weekly",1544,2015.66301369863
"3702","CO-7",2015-09-01,2015,"Weekly",835,2015.66575342466
"3704","CO-7",2015-09-02,2015,"Weekly",218,2015.66849315068
"3708","CO-7",2015-09-03,2015,"Weekly",406,2015.67123287671
"3719","CO-7",2015-09-07,2015,"Weekly",743,2015.68219178082
"3722","CO-7",2015-09-08,2015,"Weekly",258,2015.68493150685
"3725","CO-7",2015-09-09,2015,"Weekly",235,2015.68767123288
"3743","CO-7",2015-09-15,2015,"Weekly",998,2015.70410958904
"3745","CO-7",2015-09-16,2015,"Weekly",165,2015.70684931507
"1582","FL-10",2011-04-18,2011,"Weekly",79815,2011.29315068493
"1585","FL-10",2011-04-25,2011,"Weekly",20612,2011.31232876712
"1589","FL-10",2011-05-02,2011,"Weekly",15987,2011.33150684932
"1595","FL-10",2011-05-09,2011,"Weekly",15949,2011.35068493151
"1601","FL-10",2011-05-16,2011,"Weekly",19984,2011.3698630137
"1609","FL-10",2011-05-23,2011,"Weekly",32524,2011.38904109589
"1619","FL-10",2011-05-31,2011,"Weekly",15268,2011.41095890411
"1631","FL-10",2011-06-06,2011,"Weekly",9269,2011.42739726027
"1647","FL-10",2011-06-13,2011,"Weekly",8931,2011.44657534247
"1665","FL-10",2011-06-20,2011,"Weekly",8848,2011.46575342466
"1682","FL-10",2011-06-27,2011,"Weekly",30894,2011.48493150685
"1701","FL-10",2011-07-05,2011,"Weekly",32868,2011.50684931507
"1717","FL-10",2011-07-11,2011,"Weekly",17617,2011.52328767123
"1737","FL-10",2011-07-18,2011,"Weekly",48140,2011.54246575342
"1756","FL-10",2011-07-25,2011,"Weekly",40645,2011.56164383562
"1795","FL-10",2011-08-08,2011,"Weekly",37251,2011.6
"1814","FL-10",2011-08-15,2011,"Weekly",59659,2011.61917808219
"1829","FL-10",2011-08-22,2011,"Weekly",104332,2011.63835616438
"1847","FL-10",2011-08-29,2011,"Weekly",154984,2011.65753424658
"1864","FL-10",2011-09-06,2011,"Weekly",229180,2011.67945205479
"1876","FL-10",2011-09-12,2011,"Weekly",145225,2011.69589041096
"1891","FL-10",2011-09-19,2011,"Weekly",104328,2011.71506849315
"1907","FL-10",2011-09-26,2011,"Weekly",99745,2011.73424657534
"1917","FL-10",2011-10-03,2011,"Weekly",59419,2011.75342465753
"1924","FL-10",2011-10-10,2011,"Weekly",71200,2011.77260273973
"1928","FL-10",2011-10-17,2011,"Weekly",33284,2011.79178082192
"1932","FL-10",2011-10-24,2011,"Weekly",17993,2011.81095890411
"2018","FL-10",2012-05-29,2012,"Weekly",25583,2012.40710382514
"2029","FL-10",2012-06-04,2012,"Weekly",18503,2012.42349726776
"2044","FL-10",2012-06-11,2012,"Weekly",86793,2012.44262295082
"2062","FL-10",2012-06-18,2012,"Weekly",58493,2012.46174863388
"2098","FL-10",2012-07-01,2012,"Weekly",96274,2012.49726775956
"2117","FL-10",2012-07-09,2012,"Weekly",106239,2012.51912568306
"2138","FL-10",2012-07-16,2012,"Weekly",245302,2012.53825136612
"2159","FL-10",2012-07-23,2012,"Weekly",192061,2012.55737704918
"2181","FL-10",2012-07-30,2012,"Weekly",63015,2012.57650273224
"2202","FL-10",2012-08-06,2012,"Weekly",160148,2012.5956284153
"2221","FL-10",2012-08-13,2012,"Weekly",61336,2012.61475409836
"2241","FL-10",2012-08-20,2012,"Weekly",65899,2012.63387978142
"2267","FL-10",2012-08-28,2012,"Weekly",86221,2012.65573770492
"2285","FL-10",2012-09-04,2012,"Weekly",40865,2012.67486338798
"2299","FL-10",2012-09-10,2012,"Weekly",28727,2012.6912568306
"2315","FL-10",2012-09-17,2012,"Weekly",32951,2012.71038251366
"2328","FL-10",2012-09-24,2012,"Weekly",23537,2012.72950819672
"2341","FL-10",2012-10-01,2012,"Weekly",29457,2012.74863387978
"2351","FL-10",2012-10-08,2012,"Weekly",42603,2012.76775956284
"2355","FL-10",2012-10-15,2012,"Weekly",50940,2012.7868852459
"2359","FL-10",2012-10-22,2012,"Weekly",25112,2012.80601092896
"2363","FL-10",2012-10-29,2012,"Weekly",1006,2012.82513661202
"2367","FL-10",2012-11-05,2012,"Weekly",9439,2012.84426229508
"2426","FL-10",2013-05-13,2013,"Weekly",16640,2013.36164383562
